hotel_id,name
491248,Days Inn & Suites by Wyndham Cherry Hill
76454,Quality Inn Skyways
1034671068,La Quinta Inn & Suites St. Louis Maryland Heights
833865,The Natchez
156170,Country Inn & Suites by Radisson Tampa RJ Stadium
1034670919,Winter The Dolphin's Beach Club
160694,Embassy Suites Philadelphia Valley Forge
340753,Coast Village Inn
130447,La Quinta Inn & Suites by Wyndham St Louis Route66
706438,"Homewood Suites by Hilton Horsham Willow Grove, PA"
1034670665,Days Inn by Wyndham Philadelphia - Roosevelt Boulevard
341799,Courtyard St. Louis Westport Plaza
678541,Red Roof Inn and Suites Philadelphia - Bellmawr
129271,Quality Inn & Suites  New Port Richey
468517,Sleep Inn & Suites And Conference Center Downtown
1034670863,The Inn At Grace Winery
321585,Marina Motel  Chalmette
252807,Residence Inn Clearwater Downtown
131100,Hampton Inn Nashville- Brentwood-I-65S
587320,Holiday Inn Express and Suites St. Louis West Fent
517108,Econo Lodge Wesley Chapel
641689,Country Inn & Suites  Fairview Heights IL
168111,Quality Suites
1034670777,Fifty Gulfside Condominium
1034670774,Club Wyndham Nashville
1034670767,La Quinta Inn by Wyndham Indianapolis Airport Executive Dr
1034670874,La Quinta by Wyndham Philadelphia Airport
769738,Contempra Inn
1034670958,Super 8 by Wyndham Bridgeton/Arpt/St Louis Area
1034670904,"La Quinta by Wyndham O'Fallon, IL - St. Louis"
1010162349,Baymont by Wyndham Alexandria
338730,Wingate by Wyndham Eagle Vail Valley
341301,Graduate Storrs
197198,Hotel Indigo Birmingham Five Points
72964,Quality Inn & Suites South San Jose / Morgan Hill
1010161975,Ranch Motel
715094,The Wilshire Grand Hotel
1034671039,"Q&C HotelBar New Orleans, Autograph Collection®"
131004,Hilton St. Petersburg Bayfront
322600,Courtyard by Marriott Vanderbilt-West End
1034671042,St. Louis City Center Hotel
130687,Hilton St. Louis Frontenac
345363,Drury Plaza Hotel at the Arch
317413,International House
66437,SureStay Plus Hotel by Best Western Reno Airport
710218,Bobby Hotel
154152,Wyndham Garden Hotel Baronne Plaza
13372,Provincial 
184647,Philadelphia Airport Marriott
403224,Aloft New Orleans Downtown
1034671049,Le Richelieu
832511,Rosewood Miramar Beach
1034671095,Grand Plaza Hotel
756918,The Olivier House Hotel
325221,Hotel Preston Nashville
12940,Maison Dupuy
1034670773,Kimpton The Goodland
1010162665,Colonial Inn
1010162168,Rodeway Inn
1034671014,Motel 6
1010162313,Jackie Robinson Training Complex
1010162581,Economy Inn
634035,Holiday Inn & Suites Nashville Downtown - Broadway
1010162399,East Beach Lake Tholocco
1010162375,Days Inn Chapel Hill
1010162788,Motel 6
1010162310,Lexington Motor Inn Motel
209960,Sleep Inn Nashville North - Downtown Area
694978,OYO Hotel Lake Charles Hwy 10
1010162589,"Budget Inn, Decatur"
1010162377,Circle F
123010,Hotel Adeline
344005,SureStay Plus Hotel by Best Western Point Richmond
1010162633,Oakpark Motel
1010162199,Hilltop Inn & Suites
1010161983,Super 8 by Wyndham Shawano
1010161955,Yakima Inn
1010162128,Hotel Inn & Suites West Knoxville
1010162971,American Inn
1010162187,Days Inn by Wyndham Carlisle South
587453,Holiday Inn Express St. Petersburg North / I-275
168428,Best Western Philadelphia South - West Deptford In
252808,St. Petersburg Marriott Clearwater
1034670603,Plainfield Rest Area Westbound
144356,Sleep Inn Nashville - Brentwood - Cool Springs
1034670625,6-T-7 Motel
1034670529,Yogi Bear's Jellystone Park
48750,Red Roof Inn Suites Indianapolis Airport
1034670711,Ramada New Orleans/Metairie
709526,La Quinta Inn & Suites Goodlettsville - Nashville
686321,Budget Inn Boise
1010162483,Red Roof Inn Atlanta - Six Flags
1010162642,"Americas Best Value Inn Gainesville, GA"
321631,Alabama Hotel
1010162464,Alpine Motel
330592,Four Points Philadelphia City Center
1010162621,Destiny Inn
1034671088,Sta'n Pla Motel
1010162290,Carolina Inn
1010162091,Motel 6 Alexandria
1010162108,Elephant Walk Bed and Breakfast
1010162111,America's Best Inn Wilmington
131086,Hilton Garden Inn Tampa Northwest/Oldsmar
1010162554,King's Inn Motel
1010162454,Motel 6 Beeville
132673,Clarion Inn & Suites Clearwater
412755,Baymont By Wyndham Latham Albany Airport
1010162593,Rodeway Inn
1010162729,Econo Lodge Inn & Suites
1010162131,The Swan Terrace
202401,Holiday Inn Express Indiana
1034670716,Woodsprings Suites
1010162009,Lido's Crescent Inn
778264,Rodeway Inn & Suites Enterprise
1010162683,Econo Lodge Expo Center
1010162264,Days Inn by Wyndham Cadiz
1034670946,Hotel Vinache
1010162099,Motel 6 East
1034670728,Valley Forge Casino Resort
1010162742,Midwest Inn And Suites Springdale
305205,Baymont by Wyndham Plainfield Ind
1010162974,Star Hotel
1010162860,The Spa at Loews Regency San Francisco
1010162761,Air-View Motel
1034671015,Sonesta Philadelphia Rittenhouse Square
633841,Red Roof Inn Raleigh - Crabtree Valley
666748,Americas Best Value Inn Savannah
1010162285,Bear Camp Cabin Rentals
693070,Extended Stay America Clearwater Carillon Park
1010162563,Peradise Inn motel
1034670995,Harrah's St. Louis
305242,Baymont by Wyndham Indianapolis
315225,Travelodge Lake City
1010162967,Blue Inn Lake Buena Vista South
323531,Red Lion Inn and Suites Nashville Airport
1034670621,Super 8 by Wyndham Santa Barbara/Goleta
1034670801,The Hotel Modern
429738,DoubleTree Suites by Hilton Tucson-Williams Center
332887,Sheraton Philadelphia University City
618722,"Noelle, Nashville, a Tribute Portfolio"
324314,The Hermitage Hotel
1034670771,Olde Town Inn
348975,Knights Inn Tucson D.M.A.F Area
322055,Holiday Inn Express New Orleans Downtown
132472,Best Western Suites Near Opryland
1034671099,Meadowbrook Apartments
144758,Quality Inn & Suites At Tropicana Field
549162,Red Roof Inn Philadelphia - Oxford Valley
19300,Le Meridien St. Louis Downtown
72815,Red Carpet Inn Philadelphia Airport
1034670955,Golden Plough Inn
1034670715,Days Inn North Tampa Near Busch Gardens
252234,Fairfield Inn & Suites Indianapolis Northwest
473741,Homewood Suites By Hilton Nasville Franklin Cool
71058,Comfort Suites NE Indianapolis Fishers
322635,Hyatt Place Nashville/Franklin/Cool Springs
72818,Rodeway Inn Conference Center
412040,Days Inn & Suites by Wyndham Port Richey
330548,Days Inn by Wyndham Philadelphia Convention Center
1034671090,Summerland Inn
329661,Extended Stay America - Philadelphia - King of Pru
1010162137,Travelodge by Wyndham Tucson AZ
1010162838,Liberty Motel
1034670994,Hilton St. Louis Downtown at the Arch
1034670784,Clarion Hotel & Conference Center
1034670606,Lazy 8 Motel
1034670780,John's Pass Condos
1010162071,Signor Lodge
1034670945,JW Marriott New Orleans
1034670630,Red Carpet Inn
1010162077,Red Pine Condominiums by All Seasons Resort Lodging
585812,"Quality Inn & Suites - Albany, OR"
1010162854,Woods Motel
665798,Econo Lodge Burlington
1010162106,Rodeway Inn & Suites
735379,OYO Hotel Goodland KS Hwy 24
1010162317,Days Inn by Wyndham Portland Central
1010162540,Preble Hotel
209905,Baymont by Wyndham Stillwater
1010162104,American Hotel Of Lima
1010162374,The High Bridge House
1010162739,Knights Inn Ephrata
1010162394,The Castaways On the River
572652,Holiday Inn & Suites Barstow
1010162110,Americas Best Value Inn
1010162447,The Scheppard’s Hook Motel
305781,Hyatt Regency Indianapolis
132365,Super 8 by Wyndham Gloucester
1010162736,Knights Inn Overland Park
118582,Courtyard Boise West/Meridian
504119,Hampton Inn&Suites Tampa Airport Avion Pk W.shore
1010162294,Medical Center Inn
167983,Days Inn Suites by Wyndham Bonita Springs
667610,Americas Best Value Inn Faribault
1010162995,Americas Best Value Inn & Suites Independence / Cleveland
71225,Holiday Inn Express Philadelphia Penn's Landing
1010162616,Roseboro Hotel
1010162072,Manor Motel
1010162773,Dean Casmirri's Colonial Inn
1010162457,Woodstown Tavern Hotel
1010162981,DRUNK'N MONKEY Bar & Hotel
341431,Missouri Athletic Club
271923,Residence Inn by Marriott Boise West
251748,Courtyard Nashville Airport
1010162551,Riverfront Event Center and Hotel
209213,Holiday Inn Express St Louis - Central West End
1010162242,Crossland Plains
1034670585,Sentinel Motel
327518,Courtyard Philadelphia Montgomeryville
503478,Quality Inn and Conference Center Tampa-Brandon
1010162296,Palace Inn
321147,La Quinta Inn & Suites by Wyndham Mt. Laurel - Ph
415640,Travelodge by Wyndham Bellmawr
1010162191,Echo Bluff Lodge
252232,Fairfield Inn & Suites Indianapolis Downtown
160268,Hampton Inn Philadelphia/Great Valley/Malvern
607859,Clarion Inn & Suites Atlanta Downtown
52535,Gurney's Newport Resort & Marina
1034670718,Miramar Hotel
1034670596,Howard Johnson by Wyndham Boise
1034670725,Wayne Hotel
1034670939,Sand Vista Motel
160163,Hilton Garden Inn Reno
209696,Americas Best Value Inn Milledgeville
209897,Super 8 by Wyndham Sandusky
1010161982,Brook Forest Inn
1010162489,Cobbler Inn Motel
251745,Marriott Nashville at Vanderbilt University
1010162841,Aries Ninnekah Lodge
667072,Americas Best Value Inn and Suites Helena
842268,Fairfield Inn & Suites by Marriott Nashville at Op
1034670830,Lambertville House
1010162824,Best Western of Howell
138184,La Quinta Inn & Suites Nashville Airport
159919,Hampton Inn Philadelphia-Northeast Bensalem
1034670998,Tahitian Resort Motel
1034670661,Wyndham Garden Clearwater Beach
168212,Best Western Bayou Inn
131143,Hampton Inn Tampa-Veterans Expwy (Airport North)
144651,Suburban Extended Stay Concord
1034670883,Auberge Nouvelle Orleans
1034670589,Dreamview Beachfront Hotel & Resort
399119,Courtyard Glassboro Rowan University
155977,Courtyard Indianapolis Castleton
1034670862,Homewood Suites Philadelphia Great Valley - BRE Select
1034670988,The Conwell Inn
607420,SpringHill Suites New Orleans Downtown/CanalStreet
1034670663,Clarion Inn & Suites New Hope-Lambertville
1010162591,Deep Well Motel
1034670847,The Big Blue House Tucson Boutique Inn
743538,Motel 6 Santa Barbara Goleta
1010162351,SUPER VALUE INN
1034670758,Homewood Suites by Hilton Metairie New Orleans
834072,Germantown Inn
1034670534,Holiday Inn
108571,Quality Inn Airport Airport
1034671031,La Quinta Inn & Suites Runnemede - Philadelphia
89866,Courtyard New Orleans Downtown/Convention Center
733589,Nestle Inn
411784,Baymont by Wyndham Marrero
108787,Sleep Inn & Suites of Smyrna/Nashville
1034670902,Lake Tarpon Resort
586996,Holiday Inn St Louis SW Route 66
305590,Best Western Plus Indianapolis North at Pyramids
1034670549,Coconut Inn
34752,Super 8 by Wyndham New Orleans
1010162477,Ramada Amherst/Getzville Hotel and Conference Center
1034670556,Long Key Beach Resort Motel
1010162062,Hilton Grand Vacations
1010162600,Hollywood Pensione
218134,Sheraton Philadelphia Downtown
1034671059,TownePlace Suites St. Petersburg Clearwater
814136,Motel 6 Santa Barbara Ca Beach
71186,Sleep Inn (Nashville)
1034670701,Boise Guest House
1034670786,Thunderbird Motel
346920,Bayview Plaza Waterfront Resort
131125,Hilton Garden Inn New Orleans Airport
632739,Courtyard Mt. Laurel Cherry Hill
1034670844,Crescent Palms Motel
1034671117,Green House Inn
130949,Hilton Garden Inn Tampa Ybor Historic District
608757,Cambria hotel & suites Nashville Downtown
602931,Hilton Garden Inn- Santa Barbara/Goleta
683681,Hyatt House Nashville at Vanderbilt
625866,AC Hotel Tampa Airport
81494,SpringHill Suites Tampa Westshore Airport
349023,Residence Inn Tampa Sabal Park/Brandon
1034670519,Mt Royal Inn
1034670566,Horseshoe Motel
328820,Comfort Inn Horsham Philadelphia
1034670805,Magnuson Hotel Clearwater Beach
363869,Quality Inn Plant City - Lakeland
1034670684,The Orangery at Glen Isle
254382,SpringHill Suites Philadelphia Willow Grove
274526,Inn America - Boise
1034670510,Safari Inn Downtown
168632,Best Western Plus Concordville Hotel
1034670992,3 Palms Hotel Tucson
491224,Best Western Plus Executive Residency Pottstown
1034671033,Comfort Inn
489075,Days Inn by Wyndham Indianapolis Off I-69
1034670648,Courtyard by Marriott St. Louis Creve Coeur
486581,Homewood Suites by Hilton Philadelphia/Plymouth Me
1034670999,Baymont by Wyndham Tucson Airport
363557,La Quinta Inn Philadelphia Airport
1034671093,Comfort Suites New Orleans East
319843,Rodeway Inn Fort Scott Area
327267,Days Inn By Wyndham Calumet Park
1010162834,Killingworth Cafe
749223,Econo Lodge
327554,Quality Inn Glendale
1010162557,La Quinta Inn & Suites Westminster Promenade
391198,Holiday Inn Manhattan Financial District
1010162093,Fairfield Inn by Marriott Oklahoma City South
274190,Gazebo Inn
1010162855,Hotel Mcdonnell Social Club
1010162696,Americas Best Value Inn
107246,Fairfield Inn & Suites Seattle Downtown/Seattle Ce
855207,Rodeway Inn Pigeon Forge
1010162352,Hostess House
1010162318,TP Hotel
60659,Best Western Plus St. Christopher
332261,Penns View
348716,Aloft Tucson University
13165,Bellwether Beach Resort
346677,Ameristar Casino
1010162443,Sisters of Saint Benedict
1010162572,Elderberry Commons
1010162081,The Stonehedge Hotel & Spa
1010162204,Quarterpath Inn & Suites
1010162383,Tunica Roadhouse
1010162263,Leatherwood Resort & Marina
1010162292,Regency Inn Naperville
1010162634,Peter's Place Suite
412990,Home2 Suites by Hilton Miramar Ft. Lauderdale
209811,Econo Lodge Grenada Lake
1010162407,Western Motel Inc
1010162021,Pleasant Brook Hotel
1010162687,Farm By The Lake
144811,Four Points by Sheraton Kalamazoo
1010162463,IdleAir
40206,"The Eliza Jane, in The Unbound Collection by Hyatt"
279450,Quality Inn & Suites West Chester
159259,Embassy Suites by Hilton St. Louis Airport
134976,Freehand Miami Beach
1034670861,Residence Inn by Marriott Deptford
322662,Extended Stay America - Nashville - Airport - Elm 
1010162064,Twi-Lite Motel
1010162221,Colonial Motel
167482,Hyatt Herald Square New York
1010162578,The Pink Mansion
1034670688,SpringHill Suites by Marriott Ewing/Princeton South
1010162706,Navy Gateway Inns & Suites
1010162230,Efficiency Lodge
1010162043,Camelot Inn
144485,SureStay Plus Hotel by Best Western Fayetteville
327585,"Doubletree by Hilton St. Paul East, MN"
1010162888,Fairview Inn
1010162901,Sunset Cove West formally Blue Eye Point RV Park
1010162112,The Houzz
1010162772,Ozark Regal Hotel
1010162124,Super Motor Lodge
202225,Badlands Inn & Suites
797641,Residence Inn By Marriott Missoula Downtown
1010162036,Mount Pleasant/Charleston KOA
1010161993,Travelers Inn
344972,Mirage Inn Suites San Francisco
163890,Hampton Inn & Suites Clearwater/St.
130944,DoubleTree Suites Hotel Nashville Airport
70890,Rodeway Inn Central Clearwater Beach
1010161959,Knights Inn Lake Charles
760420,Q Express Inn & Suites
1010162307,Best Inn & Suites
144399,Econo Lodge Inn & Suites Groton
1034670968,TownePlace Suites Philadelphia Horsham
573603,"Doubletree by Hilton The Desmond Hotel Malvern, PA"
1010162445,USCG TRACEN Petaluma Guest Lodging
331009,Knights Inn Trevose
1034670664,Red Roof Inn Bordentown - McGuire AFB
1010162269,Downtown Hotel
348771,Super 8 by Wyndham Tucson/Grant Road Area AZ
251746,Residence Inn Nashville Airport
130868,Hampton Inn Tampa/Rocky Point-Airport
304680,Days Inn by Wyndham Indianapolis East Post Road
1034670873,Fleur De Lis Mansion
489328,Super 8 by Wyndham Tucson/East/D.M.A.F. Area
324450,Americas Best Value Inn Nashville Downtown
1034670590,InTown Suites
138827,Best Western New Orleans East
1034670754,OYO Hotel Indianapolis International Airport
1034670845,OYO Hotel Tucson I-10 South
160505,Homewood Suites by Hilton Mt. Laurel
1034670882,Days Inn by Wyndham Gretna New Orleans
132378,Comfort Inn Bordentown Area
209726,Sleep Inn O’Fallon Near I-64
225185,Motel 6
1034670650,Red Roof Inn St Petersburg - Clearwater/ Airport
170896,Red Roof Inn & Suites Longview
1010161961,East New York Inn
1010162667,OYO Hotel Decatur I20 East & Wesley Chapel Rd
554557,Days Inn by Wyndham Alva
1034670913,Quality Inn & Suites
1010162743,Motel 6 Florence Historic Downtown
71377,Sleep Inn near Busch Gardens - USF
908816,OYO Hotel Bradford Main St PA
1010162019,Econo Lodge
1010162083,Quality Inn
132129,Holiday Inn Express & Suites Cincinnati Riverfront
224989,Comfort Suites Harvey - New Orleans West
252240,Residence Inn Indianapolis Downtown on the Canal
224992,Comfort Inn Marrero - New Orleans West
756891,The Ben Louie
1034671084,Arielle's Country Inn
1010162045,The National Conference Center
474701,Homewood Suites by Hilton Jacksonville Deerwood Pa
1010162046,Extended Stay America - Cincinnati - Sharonville
1010162494,Econo Lodge
1010162171,Stateline Casino
49847,Radisson Hotel Niagara Falls-Grand Island
168597,Pony Soldier Inn
1010162341,Scottish Inns & Suites
1010162305,Loveland Heights Cottages
280711,Holiday Inn Express And Suites Columbus Airport
503969,Quality Inn & Suites Plano East - Richardson
1034670649,Camelot Beach Resort
1010162571,Wheat-State Motel
1010162690,Bragdon House Bed & Breakfast - Wine Tours
252810,Courtyard Tampa Westshore/Airport
1010162891,Cypress Grove Wedding Venue
602889,Holiday Inn Franklin Cool Springs
1010162723,Econo Lodge
68423,Holiday Inn Express New Orleans - St. Charles
1010162039,Fairfield Inn by Marriott Syracuse Clay
1010162126,Coach Barn
1034670783,Urban Cowboy
828107,Crystal Bay Hotel
1034671072,The Whitney Hotel
778676,Cartoon Network Hotel
504107,"Home2 Suites by Hilton Downingtown, PA"
1010162403,Holiday Inn Buffalo-Downtown
1034670584,Comfort Inn
868214,"Studio 6 Mccarran, NV - Sparks - Tahoe - Reno Indu"
1034671025,Hyatt Place Boise/Towne Square
1034670962,Quality Inn
358691,Green Tree Inn Flagstaff
142179,SureStay Plus Ht by Best Western Brandywine Valley
1034670827,Hotel Ignacio
587076,Clarion Inn & Suites Medford
1034670605,Feather Nest Inn
254288,Courtyard Nashville Goodlettsville
91109,Omni Riverfront
1034670658,The Russell
89615,Hampton Inn & Suites Tampa/Ybor City/Downtown
144738,Comfort Suites At Fairgrounds-Casino
64159,La Quinta Inn & Suites Tampa North I-75
1034670899,Old Yacht Club Inn
135579,Treasure Bay Resort & Marina
51283,Holiday Inn Express Hotel & Suites Carpinteria 
342725,Lavender Inn by the Sea
1010162506,Minute Suites DFW Terminal A
324943,Clarion Pointe Franklin - Nashville Area
696109,Springhill Suites Philadelphia Langhorne
220835,Red Roof PLUS+ St Louis - Forest Park/ Hampton Ave
1010162625,Lodge 1
1010162295,Days Inn by Wyndham Muskegon
1034670542,Beach Place Condominiums
1034670723,Comfort Inn Valley Forge National Park
1034671106,Quorum Tampa Westshore
1010162670,Keystone Motel
521615,Quality Inn Moore
700211,"The Bankers Alley Hotel Nashville, Tapestry"
1034670735,Hyatt Place Tampa/Wesley Chapel
324159,Hyatt Place Nashville/Brentwood
1034670686,La Quinta by Wyndham Indianapolis Greenwood
134294,Clarion Hotel New Orleans - Airport & Conference C
784368,Haley Hotel
131154,Homewood Suites by Hilton Tampa-Port Richey
1034671004,Claiborne Mansion
129303,Comfort Suites Tampa Airport North
1034670643,NEO on Locust
1034670646,Hideaway
160373,Hilton Garden Inn Tucson Airport
1010162246,Inn at the Villa
160599,DoubleTree by Hilton Hotel New Orleans Airport
1034670570,Sentry Motel
350648,La Quinta Inn & Suites Tampa Fairgrounds Casino
562527,Hyatt Place King Of Prussia Philadelphia
1034671023,Fiesta Inn & Suites
412378,Ramada by Wyndham Newark - Wilmington
783501,Oceanview Inn At The Arch
13485,Sofitel Philadelphia at Rittenhouse Square
163604,Homewood Suites by Hilton Tampa-Brandon
1034671034,Fairfield Inn & Suites New Orleans Downtown/French Quarter Area
1034671061,The Deck At Harbor Pointe
645344,Home2 Suites by Hilton Warminster Horsham
348321,TownePlace Suites Tucson Williams Centre
86659,Hotel Sol
1034670595,SpringHill Suites Reno
1034670694,Hotel Saint Vincent
287277,Brandywine Plaza Hotel SureStay Collection by BW
124542,Comfort Suites at Sabino Canyon
305913,Holiday Inn Express South
411927,Baymont by Wyndham O'Fallon St. Louis Area
651890,"Country Inn & Suites by Radisson, St. Petersburg -"
493502,Hampton Inn & Suites Clearwater Beach
1034670732,Virginia City Inn
305653,Quality Inn Castleton
305400,La Quinta Inn & Suites Indianapolis Downtown
459727,Residence Inn Philadelphia Airport
834070,Moxy Nashville Vanderbilt Area
1034670610,Holiday Inn Express Green Valley
131941,Hampton Inn Collinsville
1034670822,OYO Hotel Pinellas Park - St. Petersburg North US-19
1010162141,Palm Court Inn
468628,Amerivu Inn Suites Gilbertsville
285407,Microtel Inn & Suites By Wyndham Brush
412294,Super Inn Tucson
303130,Ramada by Wyndham Windsor Locks
1010162373,Cadillac Hotel
1010162732,Econo Inn & Suites
1010162293,"The Animal Doctor of Cary, Illinois"
802110,Lake View Inn & Suites
1010162915,Magnuson Hotel Lansing
1010162065,Best Bet Lodging
708457,HomeTowne Studios Columbus
197208,SureStay Plus by BW San Antonio Fort Sam Houston
320176,Red Roof Inn Terrell
1010162023,Super 8 by Wyndham Myrtle Beach/Ocean Front Area
1010162740,Leeway Cottages
369144,Marriott St. Louis Airport
1034670921,"Country Inn & Suites By Carlson, New Orleans French Quarter, LA"
1010162614,322 Baldwin
252146,SpringHill Suites Harrisburg Hershey
144297,Travelodge by Wyndham Alachua
1010162243,Ramada Tucson East
623738,Studio Allston Hotel
1010162060,Days Inn by Wyndham Rochester Downtown
1010162817,By the Waves
1010162229,Foster Creek Villas
590302,Best Western Plus Pineville-Charlotte South
320968,Holiday Inn New Orleans West Bank Tower
123913,Hilton Santa Barbara Beachfront Resort
1034671019,Home Towne Suites
1034670657,Boise Motel
412200,Country & Suites Radisson New Orleans
1034670787,Home2 Suites by Hilton Bordentown
878780,"Hampton Inn & Suites Deptford, NJ"
1010162001,Motel 6 Leesville LA
292139,Ramada by Wyndham Sioux Falls Arpt & Suites
1010162864,National Avenue Hotel
612001,Days Inn by Wyndham Hemet
1010162760,Sueno Motel
586994,Forest Park Hotel
329500,Super 8 by Wyndham Williamsburg Pottery
1010162897,Lark Inn
1034670935,Red Roof Inn
1010162856,Ephrata Motel
305500,Woodspring Suites Indianapolis Lawrence
1010162529,Airway Motel
1010162731,Turtle Brook Inn
1010162689,Alpine Motel
290130,Studios and Suites 4 Less Emporia
108991,MainStay Suites Texas Medical Center/Reliant Park
1010162415,Americas Best Value Inn and Suites Enterprise
354665,Crossland Economy Studios - Winston-Salem - Univer
1010162728,The Lodge
1010162075,Americas Best Value Inn Mentor/Cleveland
1010162361,The Nest on Fifth
1010162185,Roadside Inn
224983,Comfort Suites Prestonsburg West
586474,Holiday Inn Express & Suites Sikeston
1010162300,Guest Quarters North
1034671100,Marten House Hotel & Lilly Conference Center
1010162125,Motel 6
168688,Best Western Plaza Inn
1010162068,Men's Eastside Winter Shelter
1010162671,Creekside Resort
1010162150,Hidden Paradise Resort
132340,Sleep Inn Cinnaminson Philadelphia East
1010162937,Camp Swatara Family Camp
1010162385,Venice Beach Vacation Condos
120166,Hampton Inn & Suites Tucson-Mall
1034670977,Wyndham Garden New Orleans Airport
1034670722,Denny's
144861,Red Roof Inn Bishop
1010162030,Travelodge - Dayton
1010162320,Motel 6 Tyler Northwest
348873,Courtyard by Marriott Tampa Downtown
137600,Quality Inn & Suites Tampa - Brandon Near Casino
160158,Hampton Inn & Suites Reno
587165,Holiday Inn Express Hotel and Suites Spring Hill
1034670974,Frenchy's Oasis Motel
305473,Holiday Inn Express & Sts Indianapolis Northwest
1034671021,Ramada Philadelphia Southwest
1034671000,Motel 6
160708,Hilton Garden Inn Kennett Square
628482,"Hilton Franklin/Cool Springs, TN"
607664,Fairfield Inn & Suites Indianapolis Fishers
129371,Sleep Inn Clearwater
1034670586,Clarion Inn Levittown - Philadelphia Langhorne
305554,Best Western Plus Indianapolis NW Hotel
1010162254,Country Side Inn
1010162086,Surestay Hotel By Best Western Albuquerque Midtown
1010162562,Quality Inn
1010162879,Travelodge Caryville
323812,Country Inn & Suites By Radisson Nashville Airport
306078,Holiday Inn Indianapolis - Airport Area N
75100,Sleep Inn & Suites California
1034670811,Clarion Inn
1010162602,Riverview Hotel & Restaurant
1010162844,Camp Inlow
1010162063,Envy Nails
820747,Marriott Tampa Westshore
1010162697,Scott's Oquaga Lake House
1010162398,The Country Squire
130345,Homewood Suites by Hilton Indianapolis-Downtown
1010162161,Wyndham Condo
709528,La Quinta Inn & Suites by Wyndham Claremore
1010162271,Malmstrom Lodging
295953,Siegel Select Albuquerque
748806,Tru by Hilton Concord
1010162032,The Marina Lodge
1010162275,Radisson Hotel Tucson Airport
489346,Super 8 by Wyndham Indian Head MD
225274,Best Western Plus Surprise-Phoenix NW
326360,Radisson Hotel Lenexa Overland Park
1010162485,Sandcastle Resort South Beach
1010162052,Lake's Roadhouse
586496,Candlewood Suites Indianapolis - South
50743,Holiday Inn Express Hotel & Suites Oldsmar
130730,Homewood Suites by Hilton Wilmington-Brandywine Va
252825,Courtyard Tucson Williams Centre
1010162538,Deluxe Inn
225308,Baymont by Wyndham Fort Morgan
1010162177,The Sapphire Room
614489,Travelodge by Wyndham Appleton
131110,Hampton Inn & Suites Nashville-Downtown
1034670535,Motel 6
1010162608,Cottages Christian Retreat
1034670738,Hollywood Hotel St. Louis
1034671110,Airport Waterfront Inn
1010162986,Palm Motel
590932,Le Méridien Indianapolis
1034671041,Drury Plaza Hotel Indianapolis Carmel
1034670840,Sands of Treasure Island Apartment Motel
323118,Red Roof PLUS+ Nashville North - Goodlettsville
347231,Seffner Inn and Suites
160696,Hampton Inn & Suites Valley Forge/Oaks
411828,Best Western Fishers
1010162471,Best Western Posada Ana Inn-Airport - CLOSED
1034670833,Riverside Hotel
108105,SpringHill Suites Indianapolis Airport/Plainfield
349458,"Country Inn & Suites by Radisson, Tampa/Brandon, F"
1034670768,Hyatt House Tampa Airport Westshore
168213,St Charles Inn
1010162900,Lodge Inn
12918,Baymont By Wyndham Whitefish
842007,Residence Inn By Marriott New Orleans French Quart
1034670829,Royal Barracks Guest House
1034670989,Rodeway Inn & Suites
783218,Inn At 500 Capitol
306114,Holiday Inn Indianapolis North - Carmel
679163,Lafayette Hotel
130945,Hilton New Orleans Airport
602835,Palmoro House
118581,Springhill Suites Boise
1034670961,Holiday Inn French Quarter-Chateau LeMoyne
1034670578,Fox and Hound Bed & Breakfast of New Hope
47650,Maison St Charles Hotel and Suites
108141,Comfort Inn Alton near I-255
282779,Royal North Beach
1034670522,Holiday Inn Hotel St. Louis-South - I-55
1034670615,Homewood Suites by Hilton St. Louis Westport
1034671026,Cabana Inn
1034670708,Residence Inn Philadelphia Airport
1034671101,Sunrise Motel
160297,Hampton Inn & Suites St. Louis/South I-55
254377,Courtyard Philadelphia Great Valley/Malvern
1034671120,Beach House Suites by the Don Cesar
252826,Fairfield Inn & Suites Tucson North/Oro Valley
1034670720,Microtel Inn & Suites by Wyndham Philadelphia Airport Ridley
155891,Sonesta Select Indianapolis Carmel
1010162248,"Country Inn & Suites By Carlson, Deer Valley, AZ"
1010162460,Days Inn by Wyndham Bossier City
1010162423,DSTRKT Bar & Grill
1010162757,Wyndham Pagosa- Mountain Meadows
344976,Super 8 by Wyndham Salida
1010162027,Crossland Baton Rouge-Sherwood Forest
1010162982,Windwood Inn
605841,Feather Factory Hotel
1010162472,Comfort Suites East / I-44
586757,Best Western Plus Philadelphia-Choctaw Hotel
122351,Ramada by Wyndham Downtown Spokane
1010162123,Motel 6 Ferndale WA
279608,Wingate by Wyndham Mentor OH
128192,Best Western Williamsburg Historic District
136801,Fairfield Inn & Suites Tampa North
313203,Clarion Point East Lansing University Area
630211,Clarion Pointe
1010162260,Wild Wolf Inn & Raft Rentals
1010162465,West Motel
412191,SureStay Hotel by Best Western Lenoir City
1010162871,Relax Inn
1010162273,Garden Inn
669580,La Quinta Inn Suites Meridian Boise West
1034670737,Fort Harrison State Park Inn
280154,Redwood Inn
167975,Days Inn & Suites by Wyndham Fort Pierce I-95
1010162184,The Homestead
95174,The Infusion
1010162237,Bayou L Motel
1010162896,Mesa View Motel
1010162501,Super 8 by Wyndham Glencoe
