,state,name_hotel,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,MISC,relative_results,url
10,Alabama,Hotel Highland Downtown - UAB,"Hotel Highland Downtown - UAB, 1023 20th St S, Birmingham, AL 35205",0x88891bc4763c415d:0xe343257ae1e7d3a9,"Polished rooms & suites in a 1930s-era, art deco style boutique hotel offering a bar & a gym.",33.501286,-86.796448,"['Hotel', 'Lodge']",3.8,134,,"['0x88891b030dd85a5b:0x8d1a9ee277d75097', '0x88891b90a477cf33:0xd7ce7f80eeea35eb', '0x888917ae473607e5:0x4b2662c9a670b6fc', '0x88891bc386ec9e21:0x4a4cb8fb980b23a5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88891bc4763c415d:0xe343257ae1e7d3a9?authuser=-1&hl=en&gl=us
11,Alabama,Ozark Inn & Suites,"Ozark Inn & Suites, 858 US-231, Ozark, AL 36360",0x88927c357eef66a5:0x4e68e023df99ae62,"Modern hotel with simple rooms & a pool, plus free breakfast, WiFi & event space.",31.449915,-85.6612494,"['Hotel', 'Lodge']",2.6,53,,"['0x88927c3cfa7f460d:0x285a01d0b5ab7de6', '0x88927dbbcc333285:0xa1c2a18d8766e686', '0x88927c3bea51c22f:0xd558f281b13d2d6e', '0x889279c702b51077:0xf944b1195606bda7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88927c357eef66a5:0x4e68e023df99ae62?authuser=-1&hl=en&gl=us
12,Alabama,Lakepoint State Park Lodge,"Lakepoint State Park Lodge, 2nd Ave, Eufaula, AL 36027",0x888d37e166d2fce9:0x38a26899ed93b120,,31.9804325,-85.10190209999999,['Hotel'],4.6,18,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x888d37e166d2fce9:0x38a26899ed93b120?authuser=-1&hl=en&gl=us
13,Alabama,Americas Best Value Inn Huntsville,"Americas Best Value Inn Huntsville, 2201 N Memorial Pkwy, Huntsville, AL 35810",0x88626b3eb9167bb3:0xcf5d0e340814dc1f,"Simple hotel with complimentary WiFi, premium cable & parking for large vehicles.",34.7526797,-86.5978093,"['Hotel', 'Motel']",2.6,208,,"['0x88626b3eb9167bb3:0xf33d2565718a284d', '0x88626b78fd98cd3f:0xb338f119535d3c28', '0x88626b41c59cc375:0x1477cdb92057e662', '0x88626b787e944109:0x20ab6903c42c3ba7', '0x88626b8cd3c0cdf7:0x6032eff56d6c4750']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88626b3eb9167bb3:0xcf5d0e340814dc1f?authuser=-1&hl=en&gl=us
14,Alabama,Sunset Cove West formally Blue Eye Point RV Park,"Sunset Cove West formally Blue Eye Point RV Park, 44738 US-78, Lincoln, AL 35096",0x888bd12a241fd129:0x6592202195a83da5,,33.604998,-86.170439,"['RV park', 'Campground', 'Hotel']",4.1,27,,"['0x888bd717cba01cc7:0x3acb74662b2263f6', '0x888bd71ea737aa15:0x2ca3e6be05e33155', '0x888bd0d88faa7b63:0x6bc3fb0ee43bc7a1', '0x888bd776e8baa2ab:0x18506b62c1a2e642', '0x888bcfd9008ffc97:0x16d3a308f44561b3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x888bd12a241fd129:0x6592202195a83da5?authuser=-1&hl=en&gl=us
15,Alabama,Liberty Inn,"Liberty Inn, 101 Hamric Dr E, Oxford, AL 36203",0x888bb13bb3be5f1f:0x3fb40c2fdf7015af,,33.6075289,-85.8359414,"['Motel', 'Hotel']",2.5,47,,"['0x888bb1956503f8f1:0xa85af87c06f2f437', '0x888bb124fb58eb8b:0x51aa3b61d81cc49f', '0x888bb12336adf0f9:0x7a2ecc0352a53fa6', '0x888bb13df5d89293:0x3495b70a73dae2d1', '0x888bb13d90768ded:0xf579473addb830f2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x888bb13bb3be5f1f:0x3fb40c2fdf7015af?authuser=-1&hl=en&gl=us
16,Alabama,America's Best Inn,"America's Best Inn, 1304 N Memorial Pkwy, Huntsville, AL 35801",0x88626b5f23108e6f:0x489fd2909f4be5d0,"Low-key hotel with modest rooms & suites, plus an outdoor pool & free continental breakfast.",34.745643,-86.5997187,"['Hotel', 'Motel']",3.0,68,,"['0x88626b41c59cc375:0x1477cdb92057e662', '0x88626b3eb9167bb3:0xf33d2565718a284d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88626b5f23108e6f:0x489fd2909f4be5d0?authuser=-1&hl=en&gl=us
17,Alabama,La Quinta Inn Montgomery Eastern Bypass,"La Quinta Inn Montgomery Eastern Bypass, 1280 Eastern Blvd, Montgomery, AL 36117",0x888c2bb336e12c3b:0x46fc49efe68e69cc,"Casual lodging with an outdoor pool, plus free continental breakfast, WiFi & parking.",32.361087,-86.21610799999999,"['Hotel', 'Inn', 'Motel']",3.3,55,,['0x888c2b7f78b8014b:0xbe383511d8ff1b59'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x888c2bb336e12c3b:0x46fc49efe68e69cc?authuser=-1&hl=en&gl=us
18,Alabama,Country Hearth Inn & Suites Athens Closed,"Country Hearth Inn & Suites Athens Closed, 1500 US Hwy 72 E, Athens, AL 35611",0x88628aff202327fb:0x64e96900cdb3b4c8,"Low-rise budget hotel with unfussy rooms & an outdoor pool, plus free Wi-Fi & continental breakfast.",34.7818632,-86.9382854,['Hotel'],2.2,55,,"['0x88628aff20e7949d:0xdc666489de11118c', '0x88628c8314b1eae1:0x22c3c1e2bf6c8562', '0x88628aff5756adbd:0xf0377335441774df', '0x88628b020bca4fe9:0xde4b16e2dc223b86']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88628aff202327fb:0x64e96900cdb3b4c8?authuser=-1&hl=en&gl=us
19,Alabama,Tropic Isles,"Tropic Isles, 433 W Beach Blvd, Gulf Shores, AL 36542",0x889a04b3162f61a1:0x24e440be36f2e28a,,30.2465709,-87.6963605,"['Hotel', 'Condominium complex', 'Condominium rental agency']",4.5,75,,"['0x889a04b3a2f410a3:0xe1d3d9ab8ec71e90', '0x889a1b456b4481bd:0x550c00029b8d046e', '0x889a04be63cb380b:0xbf5442364d2a09fc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889a04b3162f61a1:0x24e440be36f2e28a?authuser=-1&hl=en&gl=us
20,Alabama,Americas Best Value Inn Muscle Shoals/Florence,"Americas Best Value Inn Muscle Shoals/Florence, 2807 Woodward Ave, Muscle Shoals, AL 35661",0x887d4f235685d001:0xc5aba204954c09b7,,34.7351698,-87.667087,"['Hotel', 'Motel']",3.5,34,,"['0x887d4f2357ca3c5d:0x1cabb6cb7726748d', '0x887d356fab4106ab:0xe2aa0a6b7882d18d', '0x887d48b8378a7137:0xc75843aa03b46c4', '0x887d48e86a39497f:0x25c97333b798430a', '0x887d4f0ee1c9579b:0xf9cd5ed2b12de14b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x887d4f235685d001:0xc5aba204954c09b7?authuser=-1&hl=en&gl=us
21,Alabama,Cherokee Ridge Lake House,"Cherokee Ridge Lake House, 1 Lake House Rd, Union Grove, AL 35175",0x8889e05e6e313ceb:0xb343748d7092f0b5,,34.4206978,-86.5585665,['Hotel'],4.8,27,,"['0x88620a68c8e3ccb5:0xed062b7c0a7f207', '0x8889fbf7613e8457:0x78fb26dcb2fdb656', '0x8889f8d494dc1ecf:0xb50a869977b8283f', '0x8889f91806943e15:0x92ce5d02cad797f', '0x8861ffb14b94748f:0x4e10f155ccc80a08']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8889e05e6e313ceb:0xb343748d7092f0b5?authuser=-1&hl=en&gl=us
22,Alabama,Best Western Saraland Hotel & Suites - CLOSED,"Best Western Saraland Hotel & Suites - CLOSED, 1118 Shelton Beach Rd, Saraland, AL 36571",0x889a5410674a2abd:0x85c912db01ceea41,"Functional rooms in a low-key hotel with an indoor pool & fitness room, plus free breakfast & WiFi.",30.8046512,-88.10176729999999,['Hotel'],3.9,168,,"['0x889a56b6f5e6301d:0xbdc642b3eda1a0be', '0x889a55a90f968b6f:0x9a6fc694ba1def74', '0x889a5410708c81fb:0x3373d704035a3ce']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889a5410674a2abd:0x85c912db01ceea41?authuser=-1&hl=en&gl=us
23,Alabama,"Budget Inn, Decatur","Budget Inn, Decatur, 770 AL-67, Decatur, AL 35603",0x88627e341f0a2b67:0x5f49b723c9d307d0,,34.518811,-86.885446,"['Motel', 'Hotel']",3.0,38,,"['0x886281528bd6de4b:0x34c38f3a9296d6e6', '0x88627e2095f907a9:0xa059fcdfb60f062a', '0x88882b1f383f0ab3:0x9daaccdcc21eb910', '0x8862869d102941cd:0x36eb2faa89cc16e6', '0x88882ab5612fb03d:0x11081e4b35f9962c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88627e341f0a2b67:0x5f49b723c9d307d0?authuser=-1&hl=en&gl=us
24,Alabama,Destiny Inn,"Destiny Inn, 3951 Norman Bridge Rd, Montgomery, AL 36105",0x888e80f59fbd8207:0xff921109a35d5512,,32.3275895,-86.2984476,['Hotel'],3.4,76,,"['0x888e80f5424aadb3:0x19a099ab4674c496', '0x888e80cb1d6fffff:0x654d3710859b098d', '0x888c2bb64370fa4f:0xb283c9cccc5b4c01', '0x888e821a8f741137:0xc5e1dad3964fe98f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x888e80f59fbd8207:0xff921109a35d5512?authuser=-1&hl=en&gl=us
25,Alabama,Lodge 1,"Lodge 1, 2988 Winewood Rd, Birmingham, AL 35215",0x88890f6e6ab4734f:0x4357a323986a0330,,33.6311683,-86.72728269999999,"['Fraternal organization', 'Hotel']",4.5,33,{'Accessibility': ['Wheelchair accessible entrance']},"['0x88890f6e0c88ba61:0xdc2aeb44240c0fb5', '0x8888e3ea0cf2c231:0xe50c818e5e295af8', '0x888923afd1d9536b:0xc72d1383e456d4f1', '0x8889052f0d88f8fb:0xeac73c98cff989e8', '0x14e3da20e23c96cb:0x2f247153a07a5fd3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88890f6e6ab4734f:0x4357a323986a0330?authuser=-1&hl=en&gl=us
26,Alabama,Baymont by Wyndham Greenville,"Baymont by Wyndham Greenville, 71 Jameson Ln, Greenville, AL 36037",0x888e3c18ca2f7f75:0xe0e012e855c0b069,,31.851828,-86.6427593,"['Hotel', 'Lodge']",3.1,88,,"['0x888e3c229ab5560b:0x93f2096f733d8435', '0x888e3c2747bd0fd1:0x827e9f382078f4e8', '0x888e3953c1fdc5ad:0xce49e3e864997c1', '0x888e3c2262e94797:0x4b4eecfa1c2dc86f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x888e3c18ca2f7f75:0xe0e012e855c0b069?authuser=-1&hl=en&gl=us
27,Alabama,Econo Lodge,"Econo Lodge, 1210 Industrial Pkwy, Saraland, AL 36571",0x889a54106e190e0b:0x152474591dc23d97,"Straightforward roadside hotel with an outdoor pool, plus free breakfast, WiFi & parking.",30.8036524,-88.1003696,"['Hotel', 'Motel']",2.5,53,,"['0x889a540549caf711:0xcbc4ca214bc20b39', '0x889a5410708c81fb:0x3373d704035a3ce', '0x889a53a11ecbdacd:0x2f18f23fd27d6c8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889a54106e190e0b:0x152474591dc23d97?authuser=-1&hl=en&gl=us
28,Alabama,Fort Rucker Cabins On West Beach,"Fort Rucker Cabins On West Beach, Unnamed Road, Fort Rucker, AL 36362",0x88927b1088511dcb:0x934b338d3d150c4c,,31.4022102,-85.7201309,['Hotel'],4.7,37,,"['0x88927ad8baa297e9:0xdfa100bb05b300a2', '0x888d5b1e54f0a1b9:0x9934dfffc9f2c40a', '0x88926456501eb4f9:0x3213264012aff291', '0x889264446a1b1f21:0xc34a476448676a24', '0x8892645b89453a15:0x1e58ea3fe27270f0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88927b1088511dcb:0x934b338d3d150c4c?authuser=-1&hl=en&gl=us
29,Alabama,Holiday Inn,"Holiday Inn, 492 Wildwood Cir N, Homewood, AL 35209, United States",0x88891ed75ed74a45:0xf7f56f0dc77c3f96,,33.4473907,-86.8318987,['Hotel'],4.1,318,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88891ed75ed74a45:0xf7f56f0dc77c3f96?authuser=-1&hl=en&gl=kr
30,Alabama,Chula Vista,"Chula Vista, 1000 Chula Vista Dr, Pell City, AL 35125",0x88897b2f9f5d8345:0x3cb8147e22aa8e3c,,33.5871332,-86.3577566,"['Hotel', 'Campground', 'Conference center', 'RV park']",4.7,28,,"['0x888bd791ad03b4df:0xfd48fb21f43d5c82', '0x88896301cc0f0e25:0x8c5fc425fe13c653', '0x888963b638e35b7d:0x7381a50e06e1ea7d', '0x888bd71ea737aa15:0x2ca3e6be05e33155', '0x888bd717cba01cc7:0x3acb74662b2263f6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88897b2f9f5d8345:0x3cb8147e22aa8e3c?authuser=-1&hl=en&gl=us
31,Alabama,East Beach Lake Tholocco,"East Beach Lake Tholocco, Fort Rucker, AL 36362",0x88927b1618d7416d:0x2165ed8f386f6b3d,,31.3973815,-85.7113822,['Hotel'],4.7,38,,"['0x88927b1088511dcb:0x934b338d3d150c4c', '0x88927b1ab1abe747:0x49414f913611d280', '0x88927e6584b51543:0xbbce4fcd80be9274', '0x88926e951f1d465d:0x9d0a0ce47fd084db', '0x88926456501eb4f9:0x3213264012aff291']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88927b1618d7416d:0x2165ed8f386f6b3d?authuser=-1&hl=en&gl=us
32,Alabama,Americas Best Value Inn and Suites Enterprise,"Americas Best Value Inn and Suites Enterprise, 101 Access Dr, Enterprise, AL 36330",0x88926eba49a0d403:0x3826ef97f08e6290,"Basic hotel offering free WIFi, continental breakfast & parking, plus an outdoor pool.",31.3007314,-85.83433629999999,"['Hotel', 'Motel']",2.9,155,,"['0x88926e9073da9599:0xfeb820dc279a4000', '0x88926eba33da6bd5:0x21b37b8d7086076', '0x88926e93bbd6cfe1:0xf552f04d5a9ec02b', '0x88926eaa2d880f05:0xffb5d7b323ce00e4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88926eba49a0d403:0x3826ef97f08e6290?authuser=-1&hl=en&gl=us
33,Alabama,San Carlos Gulf Shores,"San Carlos Gulf Shores, San Carlos Condos, 365 E Beach Blvd, Gulf Shores, AL 36542",0x889a04beacd31d35:0xd176f4522916f22c,,30.2486863,-87.68276039999999,['Hotel'],4.4,53,,"['0x889a04beacc7e245:0x5c729e24622bb0a8', '0x889a04b98f0d62f7:0x40b2e27babbcf1c4', '0x889a04944726ccb3:0x2a3b9580d486218b', '0x889a04b3116f5629:0x90ce9169542c3577', '0x889a04be9421e101:0x7d91c0d55d139668']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889a04beacd31d35:0xd176f4522916f22c?authuser=-1&hl=en&gl=us
34,Alabama,Hotel Classio Inn and Suites,"Hotel Classio Inn and Suites, 10095 Chantilly Pkwy, Montgomery, AL 36117",0x888c2d99103e74c1:0x4aaea4643e727ef8,,32.363788,-86.13576859999999,['Hotel'],4.0,48,,"['0x888c2d76d34be177:0x1a1d9ee407aba689', '0x888c2c4a33900f13:0x2bb4a45c4908dd88']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x888c2d99103e74c1:0x4aaea4643e727ef8?authuser=-1&hl=en&gl=us
35,Alaska,Airport Inn,"Airport Inn, 1815 Momeganna St, Utqiagvik, AK 99723",0x50c2d8074d490289:0x5dda27236eb36a48,"Small, family-owned spot since 1983 with 16 basic rooms, free Wi-Fi, parking & homey breakfast.",71.2888583,-156.779611,"['Inn', 'Bed & breakfast', 'Hotel', 'Tour operator', 'Wi-Fi spot']",4.5,45,,"['0x50c2d80063aaf8e1:0x348365b8a4586c07', '0x50c2d7f7d13084e1:0x772c3f64f8e6da53', '0x50c2d805cf5a655b:0x60c353b0f5faa4d', '0x50c3280555555555:0x6957a612962f7738']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x50c2d8074d490289:0x5dda27236eb36a48?authuser=-1&hl=en&gl=us
36,Alaska,Travelodge Fairbanks,"Travelodge Fairbanks, 1533 Lacey St, Fairbanks, AK 99701",0x5132454d7b7dd48b:0x480fbba6807d91d,"Straightforward seasonal lodging offering free Wi-Fi, parking & continental breakfast.",64.83319999999999,-147.71519999999998,"['Motel', 'Hotel', 'Inn', 'Lodge']",2.2,48,,"['0x51324535da83129d:0x11328f3e6a85d776', '0x5132454d6c4d6b45:0x6e6b9c93f0d59eed', '0x51324549f5dc8355:0xc3c0b4cf42399570', '0x5132454b92c370df:0xa81aabe3c4dc0187']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x5132454d7b7dd48b:0x480fbba6807d91d?authuser=-1&hl=en&gl=us
37,Arizona,Mile-Hi Motel,"Mile-Hi Motel, 409 S Montezuma St, Prescott, AZ 86303",0x872d28ddcd760759:0xe6f98322adbba47e,,34.5356455,-112.4698915,"['Motel', 'Hotel']",3.1,24,,"['0x872d28e037f3e06f:0xd6dcac6a0d926afc', '0x872d28ddce987097:0xb37549c180e9afe0', '0x872d28c7b476fb95:0x73862f538b068dd8', '0x872d28da2fcbfbcf:0x7ff981a1578ec2a1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x872d28ddcd760759:0xe6f98322adbba47e?authuser=-1&hl=en&gl=us
38,Arizona,Mountain Side Inn,"Mountain Side Inn, 642 E Rte 66, Williams, AZ 86046",0x87329ee5a9b101c1:0xbb4759433ee92141,Traditional rooms & suites with free continental breakfast & dining at an Old West-themed eatery.,35.252219499999995,-112.1816117,"['Resort hotel', 'Hotel', 'Inn']",2.6,98,,"['0x87329ee30b195555:0xbe7544d7619ad534', '0x87329ee290f7f2c9:0x9b9cf4afcf222812', '0x87329ee39c8cba15:0x2993d69637d586a4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87329ee5a9b101c1:0xbb4759433ee92141?authuser=-1&hl=en&gl=us
39,Arizona,Motel 6 Sierra Vista - Fort Huachuca,"Motel 6 Sierra Vista - Fort Huachuca, 1551 E Fry Blvd, Sierra Vista, AZ 85635",0x86d729003a6cd331:0xef19d7a71e9520d7,"Straightforward budget property with a seasonal outdoor pool, plus free truck parking.",31.5550746,-110.281081,"['Motel', 'Hotel']",3.5,188,,"['0x86d72900245deea3:0x102f4978371dd041', '0x86d72854b5782775:0xc2c13e5bcfcec1bc', '0x86d7284c6249ef9b:0x444e839989386c4b', '0x86d7284c89edb721:0x4a50633fc8d24161']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x86d729003a6cd331:0xef19d7a71e9520d7?authuser=-1&hl=en&gl=us
40,Arizona,Americas Best Value Inn Phoenix/I - 10 West,"Americas Best Value Inn Phoenix/I - 10 West, 1550 N 52nd Dr, Phoenix, AZ 85043",0x872b1458d5b1e31b:0x34285c984ef99a42,"Straightforward lodging with an outdoor pool, plus free continental breakfast & Wi-Fi.",33.4652137,-112.1730728,"['Hotel', 'Motel']",2.7,148,,"['0x872b1459325347ad:0xe9114fcbedd5f3cc', '0x872b1458c5400e19:0x71d7c0cb596d0d07', '0x872b15e3f853ba1f:0xdca1fb5acbf26764', '0x872b145e6422d22d:0x6e6cbeafc74c02c6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x872b1458d5b1e31b:0x34285c984ef99a42?authuser=-1&hl=en&gl=us
41,Arizona,Yuma 4th Ave. Travelodge,"Yuma 4th Ave. Travelodge, 2050 S 4th Ave, Yuma, AZ 85364",0x80d6f606ad2cae6f:0x2dc5818ec67be4a,"Straightforward roadside lodging with an outdoor pool, plus free WiFi & continental breakfast.",32.6908113,-114.6251176,"['Motel', 'Hotel', 'Inn', 'Lodge']",2.8,36,,"['0x80d6f5e2d5942135:0x16aeaea825ba953d', '0x80d6f60165249f03:0x79853ca088c98525']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d6f606ad2cae6f:0x2dc5818ec67be4a?authuser=-1&hl=en&gl=us
42,Arizona,Ramada Glendale,"Ramada Glendale, 7885 W Arrowhead Towne Center, Glendale, AZ 85308",0x872b68244e23dd43:0xe1aa86a645dee0d0,"Relaxed property with free WiFi & breakfast, plus an outdoor pool & an exercise facility.",33.6411361,-112.2302382,"['Hotel', 'Lodge']",2.9,138,,"['0x872b6837caecb35b:0x4cd8cca3b8210c67', '0x872b68244e2357af:0xcd7274e4b494212d', '0x872b6828724dfa1b:0x365fdbbe99239aee', '0x872b435846f51cd7:0x757b3f74a82529b2', '0x872b6828677a1f8d:0x440f20405ebac924']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x872b68244e23dd43:0xe1aa86a645dee0d0?authuser=-1&hl=en&gl=us
